,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
61,uri,http://www.wikidata.org/entity/Q42341471,en,literal,Alkathiri Holding,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-31T00:00:00Z,ar,literal,شركة الكثيري القابضة,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,110283000,http://www.w3.org/2001/XMLSchema#decimal,literal,27322000,,,,,,,wd:Q851
62,uri,http://www.wikidata.org/entity/Q108537438,en,literal,Half Million,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q30022, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-04-01T00:00:00Z,ar,literal,شركة نصف مليون لتقديم المشروبات,,,,,,,,,,,,,,,,wd:Q851
63,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,,,,wd:Q851
64,uri,http://www.wikidata.org/entity/Q12184641,en,literal,Saudi Investment Bank,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-06-23T00:00:00Z,ar,literal,البنك السعودي للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,100814596000,http://www.w3.org/2001/XMLSchema#decimal,literal,14007007000,,,,,,,wd:Q851
65,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#decimal,literal,6000,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,55750918000,,,,,,,wd:Q851
66,uri,http://www.wikidata.org/entity/Q119443682,en,literal,Mozn,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
67,uri,http://www.wikidata.org/entity/Q105714225,en,literal,dr.cafe Coffee,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
68,uri,http://www.wikidata.org/entity/Q3433985,en,literal,Riyad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-11-23T00:00:00Z,ar,literal,بنك الرياض,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265788878000,http://www.w3.org/2001/XMLSchema#decimal,literal,40571462000,,,,,,,wd:Q851
69,uri,http://www.wikidata.org/entity/Q12218575,en,literal,Zain Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-26T00:00:00Z,ar,literal,شركة الإتصالات المتنقلة السعودية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27738253000,http://www.w3.org/2001/XMLSchema#decimal,literal,3558985000,,,,,,,wd:Q851
70,uri,http://www.wikidata.org/entity/Q6302334,en,literal,Juddmonte Farms,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187916,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1382713, http://www.wikidata.org/entity/Q49241",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
71,uri,http://www.wikidata.org/entity/Q115329866,,literal,Q115329866,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
72,uri,http://www.wikidata.org/entity/Q4703778,en,literal,Al Ekhbariya,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
73,uri,http://www.wikidata.org/entity/Q108537438,en,literal,Half Million,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q30022, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-04-01T00:00:00Z,en,literal,Half Million Company for beverages,,,,,,,,,,,,,,,,wd:Q851
74,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,634834000,,,,,,,wd:Q851
75,uri,http://www.wikidata.org/entity/Q6160243,en,literal,Jarir Bookstore,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,ar,literal,شركة جرير للتسويق,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4001527000,http://www.w3.org/2001/XMLSchema#decimal,literal,1699417000,,,,,,,wd:Q851
76,uri,http://www.wikidata.org/entity/Q1189080,en,literal,Nas Air,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,mul,literal,flynas,,,,,,,,,,,,,,,,wd:Q851
77,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,ar,literal,البنك العربي الوطني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,23235361000,,,,,,,wd:Q851
78,uri,http://www.wikidata.org/entity/Q12188930,en,literal,National Shipping Company of Saudi Arabia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-22T00:00:00Z,ar,literal,الشركة الوطنية السعودية للنقل البحري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,20560827000,http://www.w3.org/2001/XMLSchema#decimal,literal,9212167000,,,,,,,wd:Q851
79,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q1049,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
80,uri,http://www.wikidata.org/entity/Q89910725,en,literal,Thikrayat,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
81,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,ar,literal,شركة أسمنت حائل,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1028115000,,,,,,,wd:Q851
82,uri,http://www.wikidata.org/entity/Q3474187,en,literal,Al Saudiya,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,ar,literal,قناة السعودية,,,,,,,,,,,,,,,,wd:Q851
83,uri,http://www.wikidata.org/entity/Q81533483,en,literal,Hungry bunny,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
84,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,ar,literal,البنك الأهلي السعودي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,58737615000,,,,,,,wd:Q851
85,uri,http://www.wikidata.org/entity/Q20397934,en,literal,Shahid,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
86,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,510609000,,,,,,,wd:Q851
87,uri,http://www.wikidata.org/entity/Q12204153,en,literal,Java Time,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
88,uri,http://www.wikidata.org/entity/Q54869948,en,literal,SBC,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
89,uri,http://www.wikidata.org/entity/Q115329496,,literal,Q115329496,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
90,uri,http://www.wikidata.org/entity/Q104843594,en,literal,Saudi German Hospitals,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
91,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#decimal,literal,7600,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,48554018000,,,,,,,wd:Q851
92,uri,http://www.wikidata.org/entity/Q4652322,en,literal,ALDREES Petroleum and Transport Services Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-12T00:00:00Z,ar,literal,شركة الدريس للخدمات البترولية و النقليات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3585220000,http://www.w3.org/2001/XMLSchema#decimal,literal,688487000,,,,,,,wd:Q851
93,uri,http://www.wikidata.org/entity/Q7181252,en,literal,Banque Saudi Fransi,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-06-04T00:00:00Z,ar,literal,البنك السعودي الفرنسي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,178148577000,http://www.w3.org/2001/XMLSchema#decimal,literal,32946718000,,,,,,,wd:Q851
94,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-04T00:00:00Z,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#decimal,literal,33000,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,173084380000,,,,,,,wd:Q851
95,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,ar,literal,بنك البلاد,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7832949000,,,,,,,wd:Q851
96,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,ar,literal,البنك الأهلي السعودي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,63040549000,,,,,,,wd:Q851
97,uri,http://www.wikidata.org/entity/Q12199341,en,literal,Bank Aljazira,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-06-21T00:00:00Z,ar,literal,بنك الجزيرة,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86544344000,http://www.w3.org/2001/XMLSchema#decimal,literal,11244472000,,,,,,,wd:Q851
98,uri,http://www.wikidata.org/entity/Q115367672,,literal,Q115367672,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35484,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
99,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
100,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,ar,literal,شركة طيبة للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3677391000,,,,,,,wd:Q851
101,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,ar,literal,الشركة الوطنية للتنمية الزراعية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1425317000,,,,,,,wd:Q851
102,uri,http://www.wikidata.org/entity/Q624426,en,literal,Saudi Satellite Communications Organization,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
103,uri,http://www.wikidata.org/entity/Q1572717,en,literal,Nesma Airlines,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
104,uri,http://www.wikidata.org/entity/Q12199341,en,literal,Bank Aljazira,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-06-21T00:00:00Z,ar,literal,بنك الجزيرة,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86544344000,http://www.w3.org/2001/XMLSchema#decimal,literal,8103526000,,,,,,,wd:Q851
105,uri,http://www.wikidata.org/entity/Q108537438,en,literal,Half Million,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q30022, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-04-01T00:00:00Z,en,literal,Half Million Company for beverages,,,,,,,,,,,,,,,,wd:Q851
106,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,ar,literal,شركة الزامل للاستثمار الصناعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1664703000,,,,,,,wd:Q851
107,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,uri,http://www.wikidata.org/entity/Q398,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,,,,,,,wd:Q851
108,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,ar,literal,خدمة اونلاين,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1584729000,,,,,,,wd:Q851
109,uri,http://www.wikidata.org/entity/Q4166519,en,literal,Saudi British Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-21T00:00:00Z,ar,literal,البنك السعودي البريطاني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,265472444000,http://www.w3.org/2001/XMLSchema#decimal,literal,33344592000,,,,,,,wd:Q851
110,uri,http://www.wikidata.org/entity/Q65075189,en,literal,Saudia Cargo,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
111,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,ar,literal,الشركة الوطنية للتنمية الزراعية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1440478000,,,,,,,wd:Q851
112,uri,http://www.wikidata.org/entity/Q105713910,en,literal,Body Masters,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
113,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,ar,literal,شركة طيبة للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3629609000,,,,,,,wd:Q851
114,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,ar,literal,شركة دار الأركان للتطوير العقاري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,18733550000,,,,,,,wd:Q851
115,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,ar,literal,شركة الزامل للاستثمار الصناعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1278767000,,,,,,,wd:Q851
116,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,,,,,,,wd:Q851
117,uri,http://www.wikidata.org/entity/Q119443682,en,literal,Mozn,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
118,uri,http://www.wikidata.org/entity/Q7179006,en,literal,Petromin Corporation,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
119,uri,http://www.wikidata.org/entity/Q112624196,en,literal,Saudi Publishing & Distributing House,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
120,uri,http://www.wikidata.org/entity/Q105492269,en,literal,MEED Trading Company,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,ar,literal,شركة ميد التجارية,,,,,,,,,,,,,,,,wd:Q851
121,uri,http://www.wikidata.org/entity/Q41230,en,literal,Islamic Development Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,ar,literal,البنك الإسلامي للتنمية,http://www.w3.org/2001/XMLSchema#decimal,literal,932,,,,,,,,,,,,,wd:Q851
122,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#decimal,literal,7600,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,51946872000,,,,,,,wd:Q851
123,uri,http://www.wikidata.org/entity/Q97813574,en,literal,SMSA Express,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
124,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,ar,literal,شركة أسمنت حائل,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1057555000,,,,,,,wd:Q851
