,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
43,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
44,uri,http://www.wikidata.org/entity/Q2304183,en,literal,Royal Talens,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q547989,literal,,literal,,literal,http://www.wikidata.org/entity/Q3018561,literal,,nl,literal,Koninklijke Talens B.V.,,,,,,,,,,,,,,,,wd:Q55
45,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
46,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
47,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
48,uri,http://www.wikidata.org/entity/Q1105744,en,literal,TNT Express,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1447463,literal,,literal,,literal,http://www.wikidata.org/entity/Q995911,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
49,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q2729047",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,,,,,,,,,,wd:Q55
50,uri,http://www.wikidata.org/entity/Q616651,en,literal,Triumph Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q690,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
51,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
52,uri,http://www.wikidata.org/entity/Q124152477,en,literal,TanQyou,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q41974,literal,,nl,literal,TanQyou Nederland B.V.,,,,,,,,,,,,,,,,wd:Q55
53,uri,http://www.wikidata.org/entity/Q2578819,en,literal,Liander,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1326624,literal,,literal,,literal,http://www.wikidata.org/entity/Q1310,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
54,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
55,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
56,uri,http://www.wikidata.org/entity/Q123064749,en,literal,Lease a Bike,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q2040992,literal,,literal,,literal,http://www.wikidata.org/entity/Q33421377,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
57,uri,http://www.wikidata.org/entity/Q110823972,en,literal,Visit-X,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q4373046,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
58,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
59,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
60,uri,http://www.wikidata.org/entity/Q22905845,en,literal,Intergalactic FM,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
61,uri,http://www.wikidata.org/entity/Q2262591,en,literal,Kwantum,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
62,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
63,uri,http://www.wikidata.org/entity/Q25857973,en,literal,Fortuna Entertainment Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,http://www.wikidata.org/entity/Q2567030,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6064,http://www.w3.org/2001/XMLSchema#decimal,literal,15437000,http://www.w3.org/2001/XMLSchema#decimal,literal,336528000,,,,,,,wd:Q55
64,uri,http://www.wikidata.org/entity/Q110571305,en,literal,Firi Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q36600,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
65,uri,http://www.wikidata.org/entity/Q55560815,en,literal,Buckrider Studio,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q578445,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
66,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
67,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
68,uri,http://www.wikidata.org/entity/Q108250509,en,literal,Allianz Direct,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-07-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2143354,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
69,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
70,uri,http://www.wikidata.org/entity/Q105839833,en,literal,Grandmono B.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-09-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Grandmono B.V.,,,,,,,,,,,,,,,,wd:Q55
71,uri,http://www.wikidata.org/entity/Q108269312,en,literal,Evi van Lanschot,http://www.w3.org/2001/XMLSchema#dateTime,literal,1737-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718, http://www.wikidata.org/entity/Q4290",literal,,literal,,literal,http://www.wikidata.org/entity/Q2766547,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
72,uri,http://www.wikidata.org/entity/Q97496013,en,literal,Sendcloud,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-10-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9832,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
73,uri,http://www.wikidata.org/entity/Q13571727,en,literal,Deen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q33445973,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
74,uri,http://www.wikidata.org/entity/Q24909573,en,literal,Modoka,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-12-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q793,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
75,uri,http://www.wikidata.org/entity/Q1499936,en,literal,Gemalto,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q112165382,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,"http://www.wikidata.org/entity/Q291539, http://www.wikidata.org/entity/Q648828",,,,,,,,,,,,,,,,,,,wd:Q55
76,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,nl,literal,Omoda B.V.,,,,,,,,,,,,,,,,wd:Q55
77,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
78,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
79,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
80,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q55
81,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
82,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
83,uri,http://www.wikidata.org/entity/Q5176149,en,literal,ChargePoint,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q988721,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
84,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
85,uri,http://www.wikidata.org/entity/Q2291848,en,literal,Jamin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,nl,literal,Jamin Winkelbedrijf B.V.,,,,,,,,,,,,,,,,wd:Q55
86,uri,http://www.wikidata.org/entity/Q110908101,en,literal,Swiss Sense,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9872,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
87,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
88,uri,http://www.wikidata.org/entity/Q114637402,en,literal,Keurslager,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33456707,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
89,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
90,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
91,uri,http://www.wikidata.org/entity/Q107669916,en,literal,Happy Italy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
92,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
93,uri,http://www.wikidata.org/entity/Q62529245,en,literal,Histoire d'Or,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
