,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
59,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
60,uri,http://www.wikidata.org/entity/Q10946757,en,literal,Lord Stow's Bakery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-10-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,,,,,,,,,,wd:Q148
61,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
62,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,,,,,,,wd:Q148
63,uri,http://www.wikidata.org/entity/Q6310904,en,literal,Jumbo Kingdom,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
64,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
65,uri,http://www.wikidata.org/entity/Q160120,en,literal,Huawei,http://www.w3.org/2001/XMLSchema#decimal,literal,197000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,37052000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q5268834",literal,http://www.wikidata.org/entity/Q712802,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,en,literal,"Huawei Technologies Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,443634000000,http://www.w3.org/2001/XMLSchema#decimal,literal,21000,wd:Q148
66,uri,http://www.wikidata.org/entity/Q13220217,en,literal,Super-Pharm,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,wd:Q148
67,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,wd:Q148
68,uri,http://www.wikidata.org/entity/Q17001808,en,literal,Chun Nan Jun,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q207030,literal,,,,,,,,,,,wd:Q148
69,uri,http://www.wikidata.org/entity/Q5894319,en,literal,HKBN Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
70,uri,http://www.wikidata.org/entity/Q107613525,en,literal,jisaam.books,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
71,uri,http://www.wikidata.org/entity/Q2819353,en,literal,AREP,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q846,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,,,,,,,,,wd:Q148
72,uri,http://www.wikidata.org/entity/Q5894319,en,literal,HKBN Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q5785,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
73,uri,http://www.wikidata.org/entity/Q13646560,en,literal,Mannings,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q14773, http://www.wikidata.org/entity/Q8646, http://www.wikidata.org/entity/Q148",literal,,,,,,,,,,,wd:Q148
74,uri,http://www.wikidata.org/entity/Q10884665,en,literal,Nintendo Hong Kong,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-04-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
75,uri,http://www.wikidata.org/entity/Q13646560,en,literal,Mannings,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q14773, http://www.wikidata.org/entity/Q8646, http://www.wikidata.org/entity/Q148",literal,,,,,,,,,,,wd:Q148
76,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q148
77,uri,http://www.wikidata.org/entity/Q312243,en,literal,Kowloon Motor Bus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q938519,literal,,zh,literal,九龍巴士(一九三三)有限公司,,,,,,,wd:Q148
78,uri,http://www.wikidata.org/entity/Q109581933,en,literal,O.T.K Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-06-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
79,uri,http://www.wikidata.org/entity/Q28415694,en,literal,Yangtze Memory Technology Corp,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-07-26T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q2986369,literal,,literal,,literal,http://www.wikidata.org/entity/Q11746,literal,,,,,,,,,,,wd:Q148
80,uri,http://www.wikidata.org/entity/Q1432633,en,literal,SAIC Volkswagen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-10-10T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
81,uri,http://www.wikidata.org/entity/Q107488878,en,literal,Baofeng,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1209464,literal,,en,literal,"Fujian Baofeng Electronics Co., Ltd.",,,,,,,wd:Q148
82,uri,http://www.wikidata.org/entity/Q47015754,en,literal,Yostar,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-08-14T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,"http://www.wikidata.org/entity/Q3346539, http://www.wikidata.org/entity/Q239143",literal,,,,,,,,,,,wd:Q148
83,uri,http://www.wikidata.org/entity/Q117188891,en,literal,Allsheng,http://www.w3.org/2001/XMLSchema#decimal,literal,200,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4970,literal,,en,literal,"Hangzhou Allsheng Instruments Co., Ltd.",,,,,,,wd:Q148
84,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,,,,,,,wd:Q148
85,uri,http://www.wikidata.org/entity/Q28691848,en,literal,Happy Elements,http://www.w3.org/2001/XMLSchema#decimal,literal,651,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-06-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q393454,literal,,,,,,,,,,,wd:Q148
86,uri,http://www.wikidata.org/entity/Q97348394,en,literal,Cotton Game,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q660626,literal,,,,,,,,,,,wd:Q148
87,uri,http://www.wikidata.org/entity/Q122053227,en,literal,Chung Kee Dessert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
88,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
89,uri,http://www.wikidata.org/entity/Q1359568,en,literal,Alibaba Group,http://www.w3.org/2001/XMLSchema#decimal,literal,251462,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,143284000000,http://www.w3.org/2001/XMLSchema#decimal,literal,657500000000,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q484847,literal,http://www.wikidata.org/entity/Q18165291,literal,,literal,http://www.wikidata.org/entity/Q863888,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1690218000000,http://www.w3.org/2001/XMLSchema#decimal,literal,937470000000,wd:Q148
90,uri,http://www.wikidata.org/entity/Q29904317,en,literal,AliExpress,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q4970,literal,,,,,,,,,,,wd:Q148
91,uri,http://www.wikidata.org/entity/Q117083142,en,literal,Pixpil,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
92,uri,http://www.wikidata.org/entity/Q109906301,en,literal,Mellow Out,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-06-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
93,uri,http://www.wikidata.org/entity/Q10851770,,literal,Q10851770,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-02-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
94,uri,http://www.wikidata.org/entity/Q19060036,en,literal,FiiO,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q14859880, http://www.wikidata.org/entity/Q581105",literal,,literal,,literal,http://www.wikidata.org/entity/Q16572,literal,,zh-cn,literal,广州飞傲电子科技有限公司,,,,,,,wd:Q148
95,uri,http://www.wikidata.org/entity/Q28136991,en,literal,Tencent Video,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
96,uri,http://www.wikidata.org/entity/Q830664,en,literal,Bestune,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q92161,literal,,,,,,,,,,,wd:Q148
97,uri,http://www.wikidata.org/entity/Q57657260,en,literal,Contec Inc.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1456,literal,,,,,,,,,,,wd:Q148
98,uri,http://www.wikidata.org/entity/Q2121562,en,literal,Qianjiang Motorcycle,http://www.w3.org/2001/XMLSchema#decimal,literal,5252,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q524250,literal,,,,,,,,,,,wd:Q148
99,uri,http://www.wikidata.org/entity/Q26299,en,literal,China Construction Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,369183,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,228886000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,http://www.wikidata.org/entity/Q1134743,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18349489000000,,,,wd:Q148
100,uri,http://www.wikidata.org/entity/Q104868523,en,literal,Niu Technologies,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q2516512,literal,http://www.wikidata.org/entity/Q106569429,literal,,literal,http://www.wikidata.org/entity/Q57970,literal,,,,,,,,,,,wd:Q148
101,uri,http://www.wikidata.org/entity/Q108584189,en,literal,My Book Room,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
102,uri,http://www.wikidata.org/entity/Q18708812,en,literal,Wanda Cinemas,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,wd:Q148
103,uri,http://www.wikidata.org/entity/Q24915661,en,literal,Monton Sports,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16572,literal,,,,,,,,,,,wd:Q148
104,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
105,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
106,uri,http://www.wikidata.org/entity/Q846884,en,literal,Ubisoft Shanghai,http://www.w3.org/2001/XMLSchema#decimal,literal,4350,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,http://www.wikidata.org/entity/Q188273,,,,,,,,,,wd:Q148
107,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
108,uri,http://www.wikidata.org/entity/Q77146064,en,literal,Yaqi Brush,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q3246832, http://www.wikidata.org/entity/Q187939",literal,,literal,,literal,http://www.wikidata.org/entity/Q77153679,literal,,,,,,,,,,,wd:Q148
109,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,,,,,,,wd:Q148
