,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
129,uri,http://www.wikidata.org/entity/Q109342779,en,literal,Feishu,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
130,uri,http://www.wikidata.org/entity/Q109821613,en,literal,"Chengdu Nekoday Network Technology Co., Ltd.",,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-08-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q1368944,literal,,literal,,literal,http://www.wikidata.org/entity/Q1360027,literal,,,,,,,,,,,wd:Q148
131,uri,http://www.wikidata.org/entity/Q15898172,en,literal,Zhihu,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-26T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q393454,literal,,,,,,,,,,,wd:Q148
132,uri,http://www.wikidata.org/entity/Q48927144,en,literal,Hanteng Autos,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q363479,literal,,,,,,,,,,,wd:Q148
133,uri,http://www.wikidata.org/entity/Q860580,en,literal,Tencent,http://www.w3.org/2001/XMLSchema#decimal,literal,62885,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-11-12T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1556300000,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q11661",literal,http://www.wikidata.org/entity/Q1739008,literal,,literal,"http://www.wikidata.org/entity/Q14340744, http://www.wikidata.org/entity/Q737765",literal,,zh,literal,腾讯科技股份有限公司,http://www.w3.org/2001/XMLSchema#decimal,literal,554672000000,http://www.w3.org/2001/XMLSchema#decimal,literal,356275200000,wd:Q148
134,uri,http://www.wikidata.org/entity/Q2389456,en,literal,Yutong,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,"http://www.wikidata.org/entity/Q965754, http://www.wikidata.org/entity/Q201121, http://www.wikidata.org/entity/Q43684, http://www.wikidata.org/entity/Q30340",literal,,,,,,,,,,,wd:Q148
135,uri,http://www.wikidata.org/entity/Q4806461,en,literal,Asia Racing Team,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q198213,literal,,,,,,,,,,,wd:Q148
136,uri,http://www.wikidata.org/entity/Q118136762,en,literal,China Life Insurance (Overseas),,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q2518196,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
137,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q148
138,uri,http://www.wikidata.org/entity/Q29468800,en,literal,TCL Electronics,http://www.w3.org/2001/XMLSchema#decimal,literal,40,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q212920",literal,,literal,http://www.wikidata.org/entity/Q1822548,literal,http://www.wikidata.org/entity/Q8646,literal,,zh-hk,literal,TCL國際控股有限公司,,,,,,,wd:Q148
139,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q833,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,wd:Q148
140,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,,,,,,,wd:Q148
141,uri,http://www.wikidata.org/entity/Q22098822,en,literal,U Select,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q180846,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
142,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,wd:Q148
143,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q846,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
144,uri,http://www.wikidata.org/entity/Q67935756,en,literal,CMK Electrical Store,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
145,uri,http://www.wikidata.org/entity/Q97180096,en,literal,Pop Mart,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q394701,literal,,,,,,,,,,,wd:Q148
146,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q398,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
147,uri,http://www.wikidata.org/entity/Q93497501,en,literal,FYQD-Studio,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
148,uri,http://www.wikidata.org/entity/Q55438436,en,literal,WhisperGames,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q68744,literal,,,,,,,,,,,wd:Q148
149,uri,http://www.wikidata.org/entity/Q22774484,en,literal,HK01,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
150,uri,http://www.wikidata.org/entity/Q503182,en,literal,PetroChina Company Limited,http://www.w3.org/2001/XMLSchema#decimal,literal,521566,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,42098000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q862571,literal,http://www.wikidata.org/entity/Q9631179,literal,http://www.wikidata.org/entity/Q9631179,literal,http://www.wikidata.org/entity/Q394681,literal,,zh,literal,中国石油天然气股份有限公司,http://www.w3.org/2001/XMLSchema#decimal,literal,2393844000000,,,,wd:Q148
151,uri,http://www.wikidata.org/entity/Q1143917,en,literal,Meizu,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q581105,literal,,literal,,literal,http://www.wikidata.org/entity/Q59095,literal,,,,,,,,,,,wd:Q148
152,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
153,uri,http://www.wikidata.org/entity/Q106798056,en,literal,Marathon Sports,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q57264543, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
154,uri,http://www.wikidata.org/entity/Q54980473,en,literal,Amanyangyun,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
155,uri,http://www.wikidata.org/entity/Q118921697,en,literal,Tilta,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q1742264,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
156,uri,http://www.wikidata.org/entity/Q7098807,en,literal,Optical 88,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
157,uri,http://www.wikidata.org/entity/Q5124105,en,literal,citysuper,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
158,uri,http://www.wikidata.org/entity/Q5105515,en,literal,Chow Tai Fook,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q684740, http://www.wikidata.org/entity/Q161439, http://www.wikidata.org/entity/Q133215, http://www.wikidata.org/entity/Q121359",literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
159,uri,http://www.wikidata.org/entity/Q5191790,en,literal,Trip.com Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q9323634,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
160,uri,http://www.wikidata.org/entity/Q1544535,en,literal,Gree Electric,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q59095,literal,,zh-cn,literal,珠海格力电器股份有限公司,,,,,,,wd:Q148
161,uri,http://www.wikidata.org/entity/Q18111506,en,literal,Dahua Technology,http://www.w3.org/2001/XMLSchema#decimal,literal,13608,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-03-12T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q4011416,literal,,literal,,literal,http://www.wikidata.org/entity/Q4970,literal,,en,literal,"Zhejiang Dahua Technology Co.,Ltd.",,,,,,,wd:Q148
162,uri,http://www.wikidata.org/entity/Q18125122,en,literal,Gionee,http://www.w3.org/2001/XMLSchema#decimal,literal,500,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q581105,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
163,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,wd:Q148
164,uri,http://www.wikidata.org/entity/Q97325212,en,literal,Coconut Island Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q660952,literal,,,,,,,,,,,wd:Q148
165,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q148
166,uri,http://www.wikidata.org/entity/Q97486387,en,literal,Iwjw,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-17T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q97486588,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
167,uri,http://www.wikidata.org/entity/Q117188891,en,literal,Allsheng,http://www.w3.org/2001/XMLSchema#decimal,literal,200,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4970,literal,,zh-cn,literal,杭州奥盛仪器有限公司,,,,,,,wd:Q148
168,uri,http://www.wikidata.org/entity/Q1436155,en,literal,Tianjin Airlines,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q774669,literal,,,,,,,,,,,wd:Q148
169,uri,http://www.wikidata.org/entity/Q106323633,en,literal,indienova,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
170,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
171,uri,http://www.wikidata.org/entity/Q5104600,en,literal,Chong Hing Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
172,uri,http://www.wikidata.org/entity/Q14799,en,literal,Lenovo,http://www.w3.org/2001/XMLSchema#decimal,literal,77000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,804000000,http://www.w3.org/2001/XMLSchema#decimal,literal,13367000,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q11650, http://www.wikidata.org/entity/Q3966",literal,http://www.wikidata.org/entity/Q740364,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,zh-cn,literal,联想集团有限公司,,,,,,,wd:Q148
173,uri,http://www.wikidata.org/entity/Q10876705,en,literal,ZTO Express,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-05-08T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q177777,literal,,literal,,literal,http://www.wikidata.org/entity/Q10905777,literal,,,,,,,,,,,wd:Q148
174,uri,http://www.wikidata.org/entity/Q20688847,en,literal,Jiemian News,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-09-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
175,uri,http://www.wikidata.org/entity/Q120199662,en,literal,MIER,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q4438117,literal,,literal,,literal,,literal,,en,literal,"Miersports Co., Ltd",,,,,,,wd:Q148
176,uri,http://www.wikidata.org/entity/Q18204710,en,literal,Dianrong,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q253613,literal,,literal,,literal,http://www.wikidata.org/entity/Q8686,literal,,,,,,,,,,,wd:Q148
177,uri,http://www.wikidata.org/entity/Q18124524,en,literal,EHang,http://www.w3.org/2001/XMLSchema#decimal,literal,230,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,660000000,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q3798668, http://www.wikidata.org/entity/Q2876213",literal,,literal,,literal,"http://www.wikidata.org/entity/Q16572, http://www.wikidata.org/entity/Q148",literal,,,,,,,,,,,wd:Q148
178,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
179,uri,http://www.wikidata.org/entity/Q733958,en,literal,TCL Technology,http://www.w3.org/2001/XMLSchema#decimal,literal,80,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q11016, http://www.wikidata.org/entity/Q11650, http://www.wikidata.org/entity/Q11456",literal,,literal,http://www.wikidata.org/entity/Q1822548,literal,http://www.wikidata.org/entity/Q59173,literal,,zh-cn,literal,TCL通讯器材有限公司,,,,,,,wd:Q148
180,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,wd:Q148
181,uri,http://www.wikidata.org/entity/Q63196664,en,literal,eGT New Energy Automotive,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q193692,literal,,literal,,literal,http://www.wikidata.org/entity/Q71227,literal,,,,,,,,,,,wd:Q148
182,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,wd:Q148
183,uri,http://www.wikidata.org/entity/Q106369174,en,literal,Unitree Robotics,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
184,uri,http://www.wikidata.org/entity/Q38126395,en,literal,Amanfayun,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q29520,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
185,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
186,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,wd:Q148
187,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
188,uri,http://www.wikidata.org/entity/Q111077434,en,literal,GigaSports,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q57264543, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
189,uri,http://www.wikidata.org/entity/Q1873733,en,literal,Lucky Air,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q182852,literal,,,,,,,,,,,wd:Q148
190,uri,http://www.wikidata.org/entity/Q8423751,en,literal,Langham Hospitality Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1865-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,http://www.wikidata.org/entity/Q8646,literal,,,,,,,,,,,wd:Q148
191,uri,http://www.wikidata.org/entity/Q117188257,en,literal,NEST Biotechnology Co.,http://www.w3.org/2001/XMLSchema#decimal,literal,19,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q187939, http://www.wikidata.org/entity/Q7108",literal,,literal,,literal,http://www.wikidata.org/entity/Q42651,literal,,en,literal,"Wuxi NEST Biotechnology Co., Ltd.",,,,,,,wd:Q148
192,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q148
193,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,wd:Q148
194,uri,http://www.wikidata.org/entity/Q698528,en,literal,Metro Broadcast Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q1054923,literal,http://www.wikidata.org/entity/Q872,literal,,literal,,literal,http://www.wikidata.org/entity/Q3043091,literal,,en,literal,Metro Broadcast Corporation Limited,,,,,,,wd:Q148
195,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,wd:Q148
196,uri,http://www.wikidata.org/entity/Q56448838,en,literal,HOMTOM,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q17517,literal,,literal,,literal,http://www.wikidata.org/entity/Q15174,literal,,,,,,,,,,,wd:Q148
197,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,,,,,,,wd:Q148
